1,61,1
2,318,2
3,230,3
4,223,4
5,866,5
6,257,6
7,263,7
8,861,8
9,261,9
10,37,10
11,521,11
12,555,12
13,875,13
14,947,14
15,276,15
16,457,16
17,136,17
18,973,18
19,510,19
20,11,20
21,72,21
22,351,22
23,547,23
24,713,24
25,626,25
26,953,26
27,269,27
28,899,28
29,988,29
30,648,30
31,493,31
32,496,32
33,214,33
34,273,34
35,487,35
36,161,36
37,844,37
38,469,38
39,582,39
40,310,40
41,643,41
42,888,42
43,913,43
44,387,44
45,449,45
46,326,46
47,567,47
48,818,48
49,809,49
50,540,50
51,904,51
52,831,52
53,146,53
54,823,54
55,966,55
56,480,56
57,3,57
58,439,58
59,159,59
60,943,60
61,539,61
62,644,62
63,388,63
64,324,64
65,674,65
66,909,66
67,742,67
68,828,68
69,602,69
70,904,70
71,653,71
72,839,72
73,217,73
74,923,74
75,371,75
76,551,76
77,698,77
78,335,78
79,171,79
80,115,80
81,296,81
82,556,82
83,3,83
84,985,84
85,233,85
86,287,86
87,636,87
88,111,88
89,444,89
90,315,90
91,547,91
92,592,92
93,828,93
94,500,94
95,409,95
96,51,96
97,61,97
98,464,98
99,163,99
100,516,100
101,972,101
102,397,102
103,379,103
104,758,104
105,755,105
106,899,106
107,29,107
108,190,108
109,264,109
110,727,110
111,981,111
112,279,112
113,426,113
114,568,114
115,674,115
116,456,116
117,998,117
118,853,118
119,773,119
120,451,120
121,963,121
122,112,122
123,175,123
124,942,124
125,943,125
126,113,126
127,686,127
128,748,128
129,119,129
130,726,130
131,334,131
132,615,132
133,269,133
134,138,134
135,857,135
136,648,136
137,366,137
138,55,138
139,896,139
140,216,140
141,608,141
142,556,142
143,955,143
144,320,144
145,628,145
146,625,146
147,609,147
148,307,148
149,727,149
150,543,150
151,305,151
152,893,152
153,853,153
154,834,154
155,316,155
156,363,156
157,538,157
158,528,158
159,53,159
160,182,160
161,793,161
162,561,162
163,207,163
164,557,164
165,384,165
166,656,166
167,111,167
168,764,168
169,556,169
170,178,170
171,853,171
172,114,172
173,323,173
174,623,174
175,758,175
176,466,176
177,192,177
178,70,178
179,130,179
180,929,180
181,273,181
182,262,182
183,360,183
184,831,184
185,183,185
186,581,186
187,9,187
188,156,188
189,497,189
190,812,190
191,134,191
192,291,192
193,234,193
194,967,194
195,132,195
196,596,196
197,310,197
198,278,198
199,101,199
200,586,200
201,228,201
202,764,202
203,994,203
204,254,204
205,240,205
206,52,206
207,771,207
208,59,208
209,303,209
210,804,210
211,321,211
212,14,212
213,238,213
214,813,214
215,611,215
216,16,216
217,986,217
218,712,218
219,203,219
220,39,220
221,401,221
222,60,222
223,548,223
224,999,224
225,950,225
226,279,226
227,974,227
228,593,228
229,864,229
230,212,230
231,895,231
232,996,232
233,443,233
234,260,234
235,346,235
236,962,236
237,876,237
238,561,238
239,177,239
240,116,240
241,557,241
242,370,242
243,339,243
244,792,244
245,123,245
246,410,246
247,932,247
248,482,248
249,131,249
250,138,250
251,594,251
252,106,252
253,781,253
254,8,254
255,241,255
256,968,256
257,628,257
258,169,258
259,313,259
260,42,260
261,457,261
262,997,262
263,271,263
264,467,264
265,923,265
266,920,266
267,569,267
268,904,268
269,792,269
270,121,270
271,609,271
272,396,272
273,247,273
274,324,274
275,851,275
276,889,276
277,630,277
278,867,278
279,274,279
280,613,280
281,874,281
282,895,282
283,517,283
284,793,284
285,655,285
286,439,286
287,311,287
288,579,288
289,978,289
290,977,290
291,553,291
292,965,292
293,331,293
294,594,294
295,945,295
296,725,296
297,802,297
298,481,298
299,919,299
300,67,300
301,565,301
302,155,302
303,251,303
304,490,304
305,741,305
306,202,306
307,18,307
308,874,308
309,821,309
310,804,310
311,229,311
312,894,312
313,626,313
314,355,314
315,707,315
316,243,316
317,813,317
318,133,318
319,767,319
320,474,320
321,646,321
322,666,322
323,433,323
324,226,324
325,930,325
326,609,326
327,597,327
328,480,328
329,78,329
330,136,330
331,194,331
332,133,332
333,127,333
334,741,334
335,908,335
336,949,336
337,839,337
338,702,338
339,669,339
340,579,340
341,748,341
342,174,342
343,266,343
344,175,344
345,67,345
346,99,346
347,315,347
348,389,348
349,78,349
350,588,350
351,725,351
352,76,352
353,391,353
354,181,354
355,379,355
356,489,356
357,746,357
358,744,358
359,596,359
360,773,360
361,462,361
362,680,362
363,783,363
364,718,364
365,227,365
366,99,366
367,631,367
368,316,368
369,65,369
370,172,370
371,639,371
372,764,372
373,77,373
374,138,374
375,295,375
376,296,376
377,38,377
378,498,378
379,598,379
380,750,380
381,184,381
382,587,382
383,552,383
384,858,384
385,105,385
386,378,386
387,294,387
388,179,388
389,556,389
390,999,390
391,424,391
392,668,392
393,198,393
394,24,394
395,545,395
396,68,396
397,252,397
