1,1,2653,3
2,1,5670,3
3,2,3689,3
4,2,1076,3
5,2,5656,3
6,1,3140,3
7,2,2909,3
8,2,372,3
9,3,2961,3
10,2,4019,3
11,2,4831,3
12,3,3370,3
13,2,3042,3
14,3,4974,6
15,2,77,6
16,3,2044,6
17,3,3079,6
18,2,4476,6
19,2,889,6
20,3,2686,6
21,1,1847,6
22,2,5529,6
23,1,1196,6
24,3,2643,6
25,3,2639,6
26,2,2361,9
27,3,5157,9
28,1,3064,9
29,3,1462,9
30,3,504,9
31,1,4581,9
32,3,3583,9
33,2,5858,9
34,2,2462,9
35,3,4211,9
36,2,2811,9
37,2,1786,9
38,2,2432,9
39,1,4493,9
40,1,5777,9
41,2,757,9
42,2,5828,9
43,2,1265,9
44,3,522,10
45,1,299,10
46,1,2139,10
47,1,4785,10
48,2,1907,10
49,1,5139,10
50,1,442,11
51,1,835,11
52,3,3357,11
53,3,630,11
54,1,4558,11
55,3,51,11
56,2,5594,11
57,1,5614,11
58,2,779,16
59,2,5247,16
60,2,2408,16
61,2,1491,16
62,2,1823,16
63,2,1453,16
64,3,5311,16
65,1,4791,16
66,3,222,16
67,2,2957,16
68,3,5936,16
69,1,2483,16
70,1,5414,16
71,1,2848,16
72,3,4143,16
73,3,1034,16
74,3,5412,16
75,3,5547,16
76,1,4707,17
77,2,1809,17
78,1,2529,17
79,1,3801,17
80,3,5223,17
81,1,1924,17
82,3,5022,17
83,3,464,20
84,3,2094,20
85,2,1414,20
86,3,3779,20
87,3,520,20
88,3,3712,20
89,3,1673,20
90,1,5926,20
91,1,115,20
92,3,1354,20
93,1,1880,20
94,2,1609,20
95,3,1080,21
96,1,5917,21
97,2,96,21
98,3,3205,21
99,1,4525,21
100,3,4308,21
101,3,859,21
102,1,1488,21
103,2,500,21
104,3,918,21
105,3,5799,23
106,1,463,23
107,2,5143,23
108,1,2322,23
109,3,4884,23
110,3,3318,23
111,2,5824,23
112,1,5674,23
113,3,1839,23
114,3,811,25
115,2,23,25
116,3,1012,25
117,3,5691,25
118,3,1115,25
119,3,3109,25
120,1,2918,25
121,2,4359,27
122,1,3525,27
123,2,5520,27
124,3,3252,27
125,2,207,27
126,1,5347,28
127,3,5665,28
128,2,5024,28
129,3,2549,30
130,3,1528,30
131,2,2428,30
132,3,920,30
133,2,1947,30
134,1,2394,30
135,2,646,30
136,3,2949,30
137,3,3769,31
138,3,398,31
139,3,5938,31
140,3,3824,31
141,2,923,31
142,2,2863,32
143,2,2865,32
144,3,1046,32
145,1,4082,32
146,3,3436,32
147,2,4955,33
148,2,5279,33
149,1,3504,33
150,2,2899,33
151,2,5710,33
152,3,2869,33
153,2,3123,33
154,1,454,33
155,1,1027,35
156,3,2493,35
157,3,2514,35
158,1,204,35
159,2,5682,35
160,1,1148,35
161,1,3586,35
162,3,3046,37
163,3,3594,37
164,1,5065,37
165,2,1102,37
166,2,4828,37
167,3,5788,37
168,1,2693,37
169,1,5738,37
170,2,2452,37
171,3,2089,37
172,1,141,39
173,1,5541,39
174,3,5397,39
175,3,3781,39
176,1,195,39
177,3,2173,39
178,1,5025,39
179,1,113,39
180,1,3362,39
181,2,5037,39
182,1,164,40
183,2,4973,40
184,3,4096,40
185,3,4591,40
186,3,3535,40
187,3,4696,41
188,2,779,44
189,3,3971,44
190,3,1094,44
191,3,2532,44
192,2,3451,44
193,3,4,44
194,1,4512,44
195,2,3106,45
196,1,4449,45
197,2,5357,45
198,1,4553,45
199,2,65,46
200,1,4301,46
201,3,4977,46
202,3,1667,46
203,2,2601,46
204,1,5604,48
205,1,1190,48
206,1,3733,48
207,2,4422,48
208,3,75,48
209,1,2942,48
210,1,4144,48
211,1,569,48
212,2,731,48
213,3,2965,52
214,3,3130,52
215,2,449,52
216,2,2383,52
217,3,2605,52
218,3,414,52
219,2,384,52
220,2,3824,52
221,2,1750,52
222,1,110,52
223,2,37,52
224,2,3496,52
225,3,4592,52
226,3,2324,52
227,3,4533,52
228,2,2890,52
229,1,581,52
230,3,2618,53
231,3,4010,53
232,1,2812,53
233,3,948,53
234,3,1334,53
235,1,4376,53
236,1,3851,53
237,2,2383,54
238,2,1964,54
239,1,3936,54
240,2,2684,54
241,2,3370,56
242,3,3121,56
243,2,5091,56
244,1,474,56
245,1,1847,56
246,1,4461,56
247,3,2326,56
248,3,2342,57
249,2,1383,57
250,1,4076,57
251,3,83,59
252,3,3294,59
253,1,5430,59
254,3,658,59
255,1,533,60
256,2,214,60
257,2,118,60
258,1,2714,63
259,1,3210,63
260,1,3905,63
261,2,4074,63
262,1,717,63
263,1,2263,63
264,3,1949,63
265,1,4736,63
266,2,2020,65
267,3,1502,65
268,1,4120,65
269,1,102,65
270,1,810,65
271,3,3904,65
272,2,3107,65
273,1,1856,65
274,3,4010,65
275,3,2069,65
276,1,4883,67
277,2,3235,67
278,2,1038,67
279,3,3821,67
280,3,3619,67
281,3,2584,67
282,1,3176,67
283,2,112,72
284,3,5996,72
285,2,1069,72
286,1,246,72
287,1,244,72
288,1,4120,72
289,1,1023,72
290,3,2627,72
291,3,2598,72
292,1,381,72
293,3,5611,72
294,1,5521,72
295,3,2287,72
296,3,3646,72
297,1,1808,72
298,3,2933,72
299,2,4578,72
300,1,2008,72
301,3,4888,72
302,1,3768,72
303,3,5932,73
304,3,2110,73
305,3,4751,73
306,1,4413,73
307,2,283,73
308,3,3205,73
309,1,3107,73
310,3,2831,76
311,1,2428,76
312,3,4869,76
313,2,4285,76
314,2,2223,76
315,1,4877,76
316,1,2875,76
317,3,2902,76
318,2,4869,76
319,2,2032,76
320,1,332,77
321,3,2316,77
322,1,3166,77
323,2,4723,77
324,2,5508,77
325,2,511,77
326,2,4141,77
327,1,5181,78
328,3,2623,78
329,1,4827,78
330,3,1678,78
331,3,1963,78
332,3,3769,78
333,2,4275,78
334,3,429,78
335,1,417,80
336,3,1432,80
337,3,5566,80
338,2,5928,80
339,1,2617,80
340,3,5273,80
341,2,4216,80
342,3,5094,80
343,1,2534,80
344,1,5420,80
345,2,793,81
346,2,3948,81
347,2,5002,81
348,2,1847,81
349,1,2832,82
350,3,5444,82
351,2,1281,82
352,3,3521,82
353,2,5685,82
354,3,4731,82
355,3,3047,82
356,2,2321,82
357,2,3599,83
358,3,4685,83
359,2,3970,83
360,1,5391,83
361,2,1152,83
362,1,2680,84
363,3,453,84
364,1,519,84
365,2,4441,84
366,3,951,84
367,3,870,86
368,1,4863,86
369,3,4549,86
370,3,5257,86
371,1,2683,86
372,3,3438,86
373,1,645,86
374,1,1590,86
375,1,5597,88
376,1,5941,88
377,1,5690,88
378,2,5577,88
379,2,1379,88
380,2,3266,88
381,3,3566,88
382,1,2304,88
383,3,607,88
384,1,703,88
385,3,4423,88
386,1,5955,88
387,2,2092,88
388,2,4166,89
389,3,1269,89
390,2,5125,89
391,3,5113,89
392,3,264,89
393,1,2567,89
394,2,690,96
395,3,4591,96
396,1,5683,96
397,2,5393,96
398,1,4554,96
399,3,709,96
400,1,2883,96
401,2,2244,96
402,3,4296,96
403,3,3158,96
404,2,2298,96
405,2,4787,96
406,3,1182,96
407,2,1839,96
408,2,418,96
409,2,1885,96
410,3,4692,96
411,3,3475,96
412,3,5071,96
413,3,352,96
414,2,4736,96
415,3,5673,96
416,1,402,96
417,1,2144,96
418,2,263,96
419,1,758,96
420,1,4131,98
421,3,3017,98
422,3,2099,98
423,1,516,98
424,2,5474,98
425,3,119,98
426,2,3735,101
427,2,5549,101
428,1,3427,101
429,1,2275,101
430,1,2786,101
431,2,10,101
432,2,1141,101
433,1,4115,101
434,2,5482,101
435,2,265,101
436,1,1069,101
437,1,2945,101
438,1,1933,106
439,3,5803,106
440,1,5244,106
441,1,258,106
442,2,3834,106
443,3,1729,106
444,1,4996,106
445,3,1724,106
446,3,3959,106
447,2,5801,106
448,2,5599,106
449,1,2931,106
450,1,1936,106
451,1,2176,106
452,2,4577,106
453,3,3956,106
454,2,4947,106
455,3,2580,106
456,1,5737,106
457,2,1972,106
458,3,3884,106
459,1,3127,106
460,2,746,109
461,3,5210,109
462,2,633,109
463,1,2958,109
464,3,4054,109
465,1,4652,109
466,2,303,109
467,3,5450,109
468,2,3183,109
469,1,4989,109
470,1,1924,110
471,1,3325,110
472,2,4196,110
473,2,3580,110
474,2,5927,110
475,1,3029,110
476,2,2547,110
477,2,1757,113
478,1,892,113
479,3,5302,113
480,1,3727,113
481,1,3846,113
482,1,4869,113
483,1,3025,113
484,3,5171,113
485,1,2954,113
486,2,3788,113
487,1,448,113
488,3,5398,114
489,1,547,114
490,2,4148,114
491,2,4343,114
492,2,823,114
493,2,5134,114
494,1,3235,114
495,2,4939,115
496,2,4127,115
497,2,4478,118
498,2,3159,118
499,1,4743,118
500,1,1760,118
501,2,4562,118
502,3,5353,118
503,1,5906,118
504,2,1353,118
505,1,111,118
506,1,1127,118
507,1,4417,118
508,2,3126,118
509,1,2477,118
510,3,5863,118
511,3,5947,119
512,2,5400,119
513,2,329,119
514,3,5953,119
515,3,5386,119
516,3,2232,121
517,3,2228,121
518,2,5988,121
519,1,4095,121
520,2,1788,121
521,3,4060,121
522,2,2873,121
523,1,3012,121
524,2,5004,121
525,3,4578,121
526,2,334,124
527,3,956,124
528,3,5551,124
529,3,2655,124
530,1,4124,124
531,1,5180,124
532,3,1299,124
533,1,5178,124
534,1,748,124
535,2,1282,124
536,1,1641,126
537,2,676,126
538,2,1595,126
539,1,5016,126
540,1,2450,126
541,2,2201,126
542,3,1168,126
543,1,2938,126
544,1,2117,131
545,3,4854,131
546,1,5873,131
547,1,4576,131
548,3,3087,131
549,2,1033,131
550,3,3559,131
551,2,2556,131
552,3,4163,131
553,2,2846,131
554,3,2863,131
555,2,3908,131
556,3,4194,131
557,1,406,131
558,3,146,131
559,1,4970,131
560,1,419,132
561,3,5087,132
562,2,5038,132
563,2,237,132
564,3,4170,132
565,3,2859,133
566,3,3952,133
567,3,3255,133
568,2,1863,133
569,2,4056,133
570,3,987,133
571,3,4151,134
572,2,1301,134
573,1,5823,134
574,3,2086,134
575,1,2550,134
576,1,4069,134
577,1,2689,134
578,1,3769,137
579,3,1873,137
580,3,5767,137
581,2,3934,137
582,2,1459,137
583,2,285,137
584,1,2054,137
585,3,942,137
586,3,2462,137
587,1,5633,137
588,2,4645,137
589,3,2198,137
590,1,5385,138
591,1,971,138
592,3,469,138
593,2,2781,138
594,1,3034,138
595,3,2360,138
596,1,1045,139
597,3,3995,139
598,3,5064,139
599,2,2635,139
600,1,1257,139
601,1,5531,139
602,2,5522,139
603,3,2928,141
604,1,1770,141
605,3,3988,141
606,2,1548,141
607,2,5256,141
608,2,1900,141
609,1,3907,141
610,3,4058,141
611,1,4036,141
612,2,4586,143
613,2,5173,143
614,1,4707,143
615,2,3804,143
616,3,2843,143
617,2,3366,143
618,1,1000,143
619,2,1072,143
620,3,1739,143
621,2,723,143
622,3,436,143
623,3,2394,144
624,3,3192,147
625,1,1677,147
626,1,962,147
627,3,3923,147
628,1,4047,147
629,3,1992,147
630,2,1641,147
631,2,240,147
632,1,2075,147
633,3,517,147
634,1,2011,147
635,3,2644,147
636,1,1900,147
637,1,2290,147
638,1,2251,151
639,2,3159,151
640,1,423,151
641,2,3453,151
642,3,5411,151
643,2,2714,151
644,1,2543,151
645,3,3434,151
646,2,3875,151
647,3,5959,151
648,1,4585,151
649,2,4233,151
650,1,4059,153
651,3,4291,153
652,2,943,153
653,2,4812,153
654,3,3890,153
655,3,1075,153
656,3,4202,153
657,3,3644,153
658,1,3709,153
659,2,333,153
660,3,4575,153
661,1,251,157
662,1,3662,157
663,1,3429,157
664,3,880,157
665,2,5895,157
666,3,4486,157
667,1,3666,157
668,1,5888,157
669,3,5745,157
670,3,3975,157
671,1,2598,157
672,2,4872,157
673,2,5166,157
674,3,1090,159
675,2,5153,159
676,3,5320,159
677,1,1603,159
678,3,799,159
679,3,3332,160
680,1,4756,161
681,2,5274,161
682,3,2555,161
683,2,1799,161
684,1,1629,161
685,2,1748,161
686,2,4974,161
687,3,2522,161
688,1,3275,161
689,3,3206,162
690,1,1589,162
691,2,2307,164
692,2,2755,164
693,1,4426,164
694,3,269,164
695,1,5453,164
696,2,2201,164
697,1,1610,164
698,1,1235,164
699,2,2166,164
700,1,5972,164
701,1,801,164
702,3,1545,164
703,2,474,164
704,1,5269,164
705,2,1687,164
706,1,3783,164
707,2,2865,168
708,1,2953,168
709,3,2528,168
710,3,273,168
711,3,3200,168
712,3,5494,168
713,1,4278,168
714,2,3840,168
715,3,531,168
716,2,2216,168
717,2,337,168
718,1,4412,168
719,3,545,168
720,3,621,168
721,2,4736,168
722,1,5258,168
723,1,5881,168
724,2,571,168
725,1,5343,170
726,2,5705,170
727,1,3406,170
728,2,4461,170
729,2,2649,170
730,1,2741,172
731,1,473,172
732,2,3695,172
733,3,3706,172
734,2,5067,172
735,1,1625,172
736,2,1108,172
737,2,5178,172
738,3,147,172
739,1,230,172
740,3,1184,175
741,2,2384,175
742,3,2242,175
743,1,3897,175
744,2,724,175
745,3,368,175
746,1,3428,175
747,3,1030,175
748,2,1506,175
749,2,3384,175
750,2,5514,175
751,3,465,175
752,2,2700,175
753,3,2338,175
754,3,2826,177
755,3,625,177
756,2,4789,177
757,1,3700,177
758,2,3858,177
759,3,2910,177
760,3,426,177
761,3,966,177
762,1,1157,178
763,3,5272,178
764,3,2288,178
765,2,5490,178
766,3,3464,178
767,3,5829,178
768,1,441,178
769,2,2470,181
770,2,3366,181
771,3,3796,181
772,3,5484,181
773,3,5725,181
774,3,351,181
775,3,150,181
776,3,4339,181
777,1,4472,181
778,2,4675,181
779,2,3394,181
780,3,5900,181
781,2,5318,181
782,1,1425,181
783,1,223,184
784,1,1119,184
785,3,2950,184
786,3,3016,184
787,1,1615,184
788,3,1014,184
789,2,3140,184
790,3,113,184
791,2,3261,184
792,2,3658,184
793,2,5806,184
794,3,2244,184
795,2,1807,184
796,2,4679,188
797,1,5486,188
798,3,4648,188
799,2,1824,188
800,3,5494,188
801,1,3176,188
802,2,1938,188
803,2,3265,190
804,3,2151,190
805,2,3549,190
806,1,1893,190
807,2,251,190
808,2,3743,190
809,1,568,190
810,1,4128,190
811,1,888,190
812,3,2086,190
813,2,5968,190
814,2,1592,193
815,1,4789,193
816,3,3412,193
817,1,5799,193
818,2,5451,193
819,1,4813,193
820,2,5286,193
821,3,158,193
822,2,2743,193
823,1,1286,193
824,1,1417,193
825,3,154,193
826,1,5870,193
827,1,2586,194
828,3,1207,194
829,3,2815,194
830,3,116,194
831,2,3996,194
832,2,2130,194
833,1,732,195
834,1,3096,195
835,3,3772,195
836,3,3152,195
837,1,2803,195
838,3,4857,195
839,1,4272,195
840,2,4845,196
841,1,4036,197
842,3,4577,197
843,2,2507,197
844,2,111,197
845,1,3121,199
846,1,1058,199
847,1,5380,199
848,2,444,199
849,2,4345,204
850,2,234,204
851,3,818,204
852,1,4366,204
853,2,5812,204
854,3,2230,204
855,1,2327,204
856,1,3282,204
857,3,4701,204
858,1,120,204
859,2,5635,204
860,3,1279,204
861,3,4916,204
862,3,3930,204
863,1,5997,204
864,1,5390,204
865,1,5420,204
866,3,5986,204
867,3,1825,205
868,3,1109,205
869,1,1516,205
870,2,918,206
871,3,627,206
872,1,2015,206
873,2,1229,206
874,3,3855,211
875,1,1993,211
876,1,5946,211
877,3,2365,211
878,3,5087,211
879,1,696,211
880,3,1105,211
881,3,4061,211
882,1,153,211
883,1,4872,211
884,2,5094,211
885,3,746,211
886,2,5317,211
887,2,4125,211
888,1,2160,211
889,3,240,211
890,1,1884,211
891,1,1149,211
892,3,4215,213
893,3,2139,213
894,3,5792,213
895,1,3903,213
896,2,172,213
897,2,2886,213
898,3,4901,213
899,1,5258,213
900,2,1353,213
901,1,1495,213
902,1,3177,216
903,1,2005,216
904,2,4874,216
905,1,3481,216
906,2,623,216
907,3,512,216
908,3,3476,216
909,1,4965,216
910,1,733,216
911,2,291,216
912,3,1071,216
913,3,3915,216
914,2,4957,218
915,2,3712,218
916,1,4283,218
917,2,5135,218
918,1,4050,218
919,3,2325,218
920,2,76,218
921,1,2684,218
922,1,516,218
923,2,5322,220
924,2,1918,220
925,1,5319,220
926,3,1200,220
927,2,1292,220
928,3,1123,220
929,2,2466,220
930,2,4792,220
931,1,5868,220
932,1,1227,221
933,3,4375,222
934,3,5859,222
935,1,5884,222
936,2,5338,222
937,3,103,222
938,1,3686,223
939,3,2176,223
940,3,4617,223
941,1,5432,223
942,3,1905,223
943,3,4923,225
944,1,1832,225
945,2,1099,225
946,3,5975,225
947,1,348,225
948,2,4944,225
949,1,2412,225
950,1,1017,225
951,3,4515,225
952,2,402,225
953,1,2142,229
954,1,3478,229
955,1,3081,229
956,2,3476,229
957,3,4395,229
958,1,4267,229
959,2,2109,229
960,3,1265,229
961,2,2845,229
962,3,4830,232
963,1,2494,232
964,2,1875,232
965,3,3040,232
966,3,10,232
967,3,797,232
968,1,3124,232
969,1,5622,233
970,2,4002,233
971,3,1824,233
972,2,4293,233
973,1,4447,233
974,3,1949,233
975,1,2898,237
976,3,637,237
977,3,58,237
978,1,1948,237
979,1,3134,237
980,1,113,237
981,3,1621,237
982,3,5918,237
983,1,5792,237
984,1,331,237
985,3,651,237
986,1,2331,237
987,2,2061,237
988,1,1367,237
989,3,4853,237
990,1,2497,237
991,1,5887,237
992,1,5353,238
993,1,3258,238
994,3,353,238
995,1,3966,238
996,1,1850,238
997,1,169,238
998,3,5675,239
999,1,1330,239
1000,2,4707,239
1001,3,289,239
1002,2,5275,240
1003,1,3322,240
1004,1,3611,240
1005,1,4010,240
1006,3,3577,240
1007,2,1746,240
1008,2,5603,240
1009,3,4616,240
1010,1,5470,243
1011,3,3515,243
1012,2,2770,243
1013,3,4877,243
1014,3,4734,243
1015,3,2195,243
1016,2,4535,243
1017,1,810,243
1018,2,1574,243
1019,1,4317,244
1020,2,4970,244
1021,3,2489,244
1022,2,2919,244
1023,2,1960,245
1024,3,5365,245
1025,2,5050,245
1026,2,1164,245
1027,2,751,245
